Portal,Organization,Wikidata URI,DBpedia URI
data_cityofnewyork_us,Craig_nyc,,
data_cityofnewyork_us,crh278,,
data_cityofnewyork_us,crime map,http://www.wikidata.org/entity/Q570857,http://dbpedia.org/resource/Crime_mapping
data_cityofnewyork_us,Cristian Salazar,,
data_cityofnewyork_us,cristina,http://www.wikidata.org/entity/Q12899499,http://dbpedia.org/resource/Cristina_Fernández_de_Kirchner
data_cityofnewyork_us,Cristinafurlong,,
data_cityofnewyork_us,Cristina Ramos,http://www.wikidata.org/entity/Q60894233,
data_cityofnewyork_us,CRMp,http://www.wikidata.org/entity/Q29719477,http://dbpedia.org/resource/CRMP1
data_cityofnewyork_us,croosifyd,,
data_cityofnewyork_us,Crystal M. Palacios,,
data_cityofnewyork_us,csharperson,,
data_cityofnewyork_us,csoria,,
data_cityofnewyork_us,csosin,,
data_cityofnewyork_us,CTC,http://www.wikidata.org/entity/Q299313,http://dbpedia.org/resource/U.S._Immigration_and_Customs_Enforcement
data_cityofnewyork_us,cuchibomba@hotmail.com,,
data_cityofnewyork_us,cudjoe london,,
data_cityofnewyork_us,cutelephant,,
data_cityofnewyork_us,cvortia,,
data_cityofnewyork_us,CWB,http://www.wikidata.org/entity/Q182090,http://dbpedia.org/resource/Counterproductive_work_behavior
data_cityofnewyork_us,cwells9,,
data_cityofnewyork_us,Cynthia Adams,http://www.wikidata.org/entity/Q4933733,http://dbpedia.org/resource/Cynthia_Pickett-Adams
data_cityofnewyork_us,Cynthia Andino,,
data_cityofnewyork_us,d,http://www.wikidata.org/entity/Q573,http://dbpedia.org/resource/Population_density
data_cityofnewyork_us,D,http://www.wikidata.org/entity/Q573,http://dbpedia.org/resource/Population_density
data_cityofnewyork_us,D13,http://www.wikidata.org/entity/Q56744576,http://dbpedia.org/resource/Δ13C
data_cityofnewyork_us,d748c,,
data_cityofnewyork_us,da,http://www.wikidata.org/entity/Q9035,http://dbpedia.org/resource/Denmark
data_cityofnewyork_us,DA2206,,
data_cityofnewyork_us,Dailin,http://www.wikidata.org/entity/Q45471706,http://dbpedia.org/resource/Dailing_District
data_cityofnewyork_us,dakotaa,http://www.wikidata.org/entity/Q17188640,
data_cityofnewyork_us,Dalvinl Cruz,,
data_cityofnewyork_us,damian,http://www.wikidata.org/entity/Q15063044,http://dbpedia.org/resource/Sophocles
data_cityofnewyork_us,damir68,,
data_cityofnewyork_us,Damon Huang,,
data_cityofnewyork_us,Dan,http://www.wikidata.org/entity/Q2487038,http://dbpedia.org/resource/Denmark
data_cityofnewyork_us,Dana,http://www.wikidata.org/entity/Q1559603,http://dbpedia.org/resource/Da_Nang
data_cityofnewyork_us,dana.bennewitz,,
data_cityofnewyork_us,Dana Martens,,
data_cityofnewyork_us,dandelion,http://www.wikidata.org/entity/Q3091399,http://dbpedia.org/resource/Taraxacum
data_cityofnewyork_us,Danellys Wong,,
data_cityofnewyork_us,Dan George,http://www.wikidata.org/entity/Q5213554,http://dbpedia.org/resource/Chief_Dan_George
data_cityofnewyork_us,Dani,http://www.wikidata.org/entity/Q18917827,http://dbpedia.org/resource/Denmark
data_cityofnewyork_us,daniel,http://www.wikidata.org/entity/Q14516546,http://dbpedia.org/resource/Irish_Republican_Army
data_cityofnewyork_us,Daniel,http://www.wikidata.org/entity/Q14516546,http://dbpedia.org/resource/Irish_Republican_Army
data_cityofnewyork_us,Daniel A.,http://www.wikidata.org/entity/Q59673251,http://dbpedia.org/resource/Irish_Republican_Army
data_cityofnewyork_us,Daniel Alam,http://www.wikidata.org/entity/Q54165690,
data_cityofnewyork_us,Daniel Ananth,,
data_cityofnewyork_us,Daniel Aronoff,,
data_cityofnewyork_us,Daniel Beeby,,
data_cityofnewyork_us,daniel cohen,http://www.wikidata.org/entity/Q3013871,http://dbpedia.org/resource/Daniel_Cohn-Bendit
data_cityofnewyork_us,Daniele Belleri,,
data_cityofnewyork_us,Daniel Gorayeb,,
data_cityofnewyork_us,Daniel Gradess,,
data_cityofnewyork_us,danieljoshua,,
data_cityofnewyork_us,Daniel Kaykov,,
data_cityofnewyork_us,Daniella Stewart,,
data_cityofnewyork_us,Danielle Cantwell,,
data_cityofnewyork_us,daniellejackson,,
data_cityofnewyork_us,Daniel.Lewis,,
data_cityofnewyork_us,daniel Preziosi,,
data_cityofnewyork_us,Daniel S,http://www.wikidata.org/entity/Q65060227,http://dbpedia.org/resource/Mormon_pioneers
data_cityofnewyork_us,Daniel Shults,,
data_cityofnewyork_us,Daniel Silber-Baker,,
data_cityofnewyork_us,Daniil,http://www.wikidata.org/entity/Q40203849,http://dbpedia.org/resource/Măerişte
data_cityofnewyork_us,danishml,,
data_cityofnewyork_us,Dan Kass,http://www.wikidata.org/entity/Q986660,http://dbpedia.org/resource/Dan-Kassari
data_cityofnewyork_us,Dan Kohn,http://www.wikidata.org/entity/Q47035401,http://dbpedia.org/resource/Dan_Cohn-Sherbok
data_cityofnewyork_us,DanM,http://www.wikidata.org/entity/Q35,http://dbpedia.org/resource/Shoot_'em_up
data_cityofnewyork_us,dannih,,
data_cityofnewyork_us,Danny,http://www.wikidata.org/entity/Q17863942,http://dbpedia.org/resource/Emmerdale
data_cityofnewyork_us,Danny Fazzino,,
data_cityofnewyork_us,danny salamat,,
data_cityofnewyork_us,Danny Sindra,,
data_cityofnewyork_us,Dan Rademacher,,
data_cityofnewyork_us,Dan Woytowiez SouthHills,,
data_cityofnewyork_us,Dan Zweig,,
data_cityofnewyork_us,Daphne Aponte,,
data_cityofnewyork_us,daqiancao,,
data_cityofnewyork_us,darcambal,,
data_cityofnewyork_us,darektok,,
data_cityofnewyork_us,Dario Martinez,http://www.wikidata.org/entity/Q63863578,
data_cityofnewyork_us,darioq,,
data_cityofnewyork_us,darkflame742,,
data_cityofnewyork_us,Darnell Hospedales,,
data_cityofnewyork_us,Darrell Hanley,,
data_cityofnewyork_us,Darya Oreshkina,,
data_cityofnewyork_us,Data0458,,
data_cityofnewyork_us,DataBoss,,
data_cityofnewyork_us,data from 2012 to 2013,,
data_cityofnewyork_us,datalearner,,
data_cityofnewyork_us,datapower,http://www.wikidata.org/entity/Q17764862,http://dbpedia.org/resource/IBM_WebSphere_DataPower_SOA_Appliances
data_cityofnewyork_us,Dave360,,
data_cityofnewyork_us,Dave Novakoski,,
data_cityofnewyork_us,david,http://www.wikidata.org/entity/Q83155,http://dbpedia.org/resource/David_Bowie
data_cityofnewyork_us,David,http://www.wikidata.org/entity/Q83155,http://dbpedia.org/resource/David_Bowie
data_cityofnewyork_us,David Atkinson,http://www.wikidata.org/entity/Q51110293,http://dbpedia.org/resource/David_Atkinson_(baritone)
data_cityofnewyork_us,David Bullock,http://www.wikidata.org/entity/Q27049377,
data_cityofnewyork_us,David Cruz,http://www.wikidata.org/entity/Q5799911,http://dbpedia.org/resource/David_Cruz_Thayne
data_cityofnewyork_us,Davide,http://www.wikidata.org/entity/Q18039918,http://dbpedia.org/resource/Nikolay_Davydenko
data_cityofnewyork_us,David Estrada,http://www.wikidata.org/entity/Q3703175,http://dbpedia.org/resource/David_Estrada_(boxer)
data_cityofnewyork_us,David Gensimore Southhills,,
data_cityofnewyork_us,David Glickman,,
data_cityofnewyork_us,davidh_solil,,
data_cityofnewyork_us,davidhu,http://www.wikidata.org/entity/Q37160,http://dbpedia.org/resource/David_Hume
data_cityofnewyork_us,David James,http://www.wikidata.org/entity/Q10598,http://dbpedia.org/resource/David_Archuleta
data_cityofnewyork_us,David K,http://www.wikidata.org/entity/Q2071,http://dbpedia.org/resource/David_Lynch
data_cityofnewyork_us,David K. Hess,,
data_cityofnewyork_us,David Lefkowitz,http://www.wikidata.org/entity/Q5236460,http://dbpedia.org/resource/David_Lefkowitz_(rabbi)
data_cityofnewyork_us,David Maier,http://www.wikidata.org/entity/Q5237048,http://dbpedia.org/resource/David_Maier
data_cityofnewyork_us,davidmooreppf,,
data_cityofnewyork_us,David Pivovarov,,
data_cityofnewyork_us,David Prilutsky,,
data_cityofnewyork_us,David Quarshie,,
data_cityofnewyork_us,David Rimshnick,,
data_cityofnewyork_us,David Rutkowski,,
data_cityofnewyork_us,DavidS,http://www.wikidata.org/entity/Q21493417,http://dbpedia.org/resource/David
data_cityofnewyork_us,David Sheingold,,
data_cityofnewyork_us,david sinclair,http://www.wikidata.org/entity/Q5239823,http://dbpedia.org/resource/David_Sinclair_(Numb3rs)
data_cityofnewyork_us,DavidTheExpert,,
data_cityofnewyork_us,David-Yu Chen,,
data_cityofnewyork_us,DavonScott6,,
data_cityofnewyork_us,dawa12,,
data_cityofnewyork_us,Daynan,http://www.wikidata.org/entity/Q6934442,
data_cityofnewyork_us,Dayou Du,,
data_cityofnewyork_us,dbaris,,
data_cityofnewyork_us,dbshaeff,,
data_cityofnewyork_us,dc,http://www.wikidata.org/entity/Q61,"http://dbpedia.org/resource/Washington,_D.C."
data_cityofnewyork_us,DC,http://www.wikidata.org/entity/Q61,"http://dbpedia.org/resource/Washington,_D.C."
data_cityofnewyork_us,dc3445,,
data_cityofnewyork_us,dcapress,,
data_cityofnewyork_us,dcarey50,,
data_cityofnewyork_us,DCarey50,,
data_cityofnewyork_us,ddcaz,,
data_cityofnewyork_us,DDiTrapani,,
data_cityofnewyork_us,DDS Inc,,
data_cityofnewyork_us,Dean,http://www.wikidata.org/entity/Q723682,http://dbpedia.org/resource/Dean_(education)
data_cityofnewyork_us,Dean Carrano,,
data_cityofnewyork_us,Debbie Reisner,,
data_cityofnewyork_us,Deborah Siegel,http://www.wikidata.org/entity/Q58012694,
data_cityofnewyork_us,debra,http://www.wikidata.org/entity/Q1181618,http://dbpedia.org/resource/Debra_Messing
data_cityofnewyork_us,Debra Freedman,,
data_cityofnewyork_us,DeeJayGee,,
data_cityofnewyork_us,deena,http://www.wikidata.org/entity/Q20898952,http://dbpedia.org/resource/Dreamgirls
data_cityofnewyork_us,Deep Dhillon,http://www.wikidata.org/entity/Q5250154,
data_cityofnewyork_us,DEFENSE TECHNOLOGY USA INC.,,
data_cityofnewyork_us,"DEFENSE TECHNOLOGY USA, INC.",,
data_cityofnewyork_us,dejoys,,
data_cityofnewyork_us,Dellporter,,
data_cityofnewyork_us,Delmy J,,
data_cityofnewyork_us,delson1,,
data_cityofnewyork_us,Denise B,http://www.wikidata.org/entity/Q457718,http://dbpedia.org/resource/List_of_Family_Affairs_characters
data_cityofnewyork_us,DenishaB,,
data_cityofnewyork_us,Denis McPhillips,,
data_cityofnewyork_us,Deniz,http://www.wikidata.org/entity/Q639085,http://dbpedia.org/resource/Walton-on-Thames
data_cityofnewyork_us,dennis,http://www.wikidata.org/entity/Q639292,http://dbpedia.org/resource/Iron_Maiden
data_cityofnewyork_us,Dennis,http://www.wikidata.org/entity/Q639292,http://dbpedia.org/resource/Iron_Maiden
data_cityofnewyork_us,Dennis Gonzalez Senior,,
data_cityofnewyork_us,DennisSwagtunin,,
data_cityofnewyork_us,denverben,,
data_cityofnewyork_us,Denzel jackson,,
data_cityofnewyork_us,Department of Buildings (DOB),,
data_cityofnewyork_us,Department of City Planning (DCP),,
data_cityofnewyork_us,Department of Citywide Administrative Services (DCAS),,
data_cityofnewyork_us,Department of Correction (DOC),,
data_cityofnewyork_us,Department of Education (DOE),,
data_cityofnewyork_us,Department of Environmental Protection (DEP),,
data_cityofnewyork_us,Department of Finance (DOF),,
data_cityofnewyork_us,Department of Health and Mental Hygiene,http://www.wikidata.org/entity/Q49430527,http://dbpedia.org/resource/New_York_City_Department_of_Health_and_Mental_Hygiene
data_cityofnewyork_us,Department of Health and Mental Hygiene (DOHMH),,
data_cityofnewyork_us,Department of Homeless Services (DHS),,
data_cityofnewyork_us,Department of Housing Preservation and Development (HPD),,
data_cityofnewyork_us,Department of Information Technology and Telecommunications (DoITT),,
data_cityofnewyork_us,Department of Information Technology & Telecommunications (DoITT),http://www.wikidata.org/entity/Q16956017,
data_cityofnewyork_us,Department of Investigation (DOI),,
data_cityofnewyork_us,Department of Parks and Recreation (DPR),,
data_cityofnewyork_us,Department of Sanitation (DSNY),,
data_cityofnewyork_us,Department of Small Business Services (SBS),,
data_cityofnewyork_us,Department of Transportation (DOT),http://www.wikidata.org/entity/Q74695546,http://dbpedia.org/resource/United_States_Department_of_Transportation
data_cityofnewyork_us,derdra starkes,,
data_cityofnewyork_us,derek,http://www.wikidata.org/entity/Q11740724,http://dbpedia.org/resource/Derrick_Rose
data_cityofnewyork_us,derek2015,,
data_cityofnewyork_us,Derick,http://www.wikidata.org/entity/Q21396406,http://dbpedia.org/resource/Derek_Jeter
data_cityofnewyork_us,Design Diseno New York,,
data_cityofnewyork_us,Devin,http://www.wikidata.org/entity/Q405341,http://dbpedia.org/resource/Calvin_Klein
data_cityofnewyork_us,devjaouad,,
data_cityofnewyork_us,devliang,,
data_cityofnewyork_us,Dewitt11,,
data_cityofnewyork_us,dex,http://www.wikidata.org/entity/Q407781,http://dbpedia.org/resource/Glucose
data_cityofnewyork_us,dfletcher,,
data_cityofnewyork_us,DG,http://www.wikidata.org/entity/Q235268,http://dbpedia.org/resource/Geffen_Records
data_cityofnewyork_us,dgdodge,,
data_cityofnewyork_us,dh498,,
data_cityofnewyork_us,Dhandelman,,
data_cityofnewyork_us,dhaval bhinde,,
data_cityofnewyork_us,Dhillon_21,,
data_cityofnewyork_us,DIAMOND CONSULTING,,
data_cityofnewyork_us,diana,http://www.wikidata.org/entity/Q132543,"http://dbpedia.org/resource/Diana,_Princess_of_Wales"
data_cityofnewyork_us,Diana,http://www.wikidata.org/entity/Q132543,"http://dbpedia.org/resource/Diana,_Princess_of_Wales"
data_cityofnewyork_us,Diana McKeage,,
data_cityofnewyork_us,Diane,http://www.wikidata.org/entity/Q3026175,http://dbpedia.org/resource/Diana_Ross
data_cityofnewyork_us,dianejeantet,,
data_cityofnewyork_us,Diane Leonard,http://www.wikidata.org/entity/Q48912027,
data_cityofnewyork_us,Diange Hu,,
data_cityofnewyork_us,diddymitchell23,,
data_cityofnewyork_us,Diego E. Roca,,
data_cityofnewyork_us,Dieter Reichshofen,,
data_cityofnewyork_us,dietoff,,
data_cityofnewyork_us,Dieune,http://www.wikidata.org/entity/Q42296504,
data_cityofnewyork_us,DigitalNYC,,
data_cityofnewyork_us,Di-Heng,,
data_cityofnewyork_us,Dillonko,,
data_cityofnewyork_us,Dima,http://www.wikidata.org/entity/Q663530,http://dbpedia.org/resource/Joe_DiMaggio
data_cityofnewyork_us,Dima Haidar,,
data_cityofnewyork_us,Dimitrios Tepelidis,,
data_cityofnewyork_us,DimonBk,,
data_cityofnewyork_us,dimroc,http://www.wikidata.org/entity/Q17489529,
data_cityofnewyork_us,Dinesh,http://www.wikidata.org/entity/Q1226314,http://dbpedia.org/resource/C.I.D._(TV_series)
data_cityofnewyork_us,Diogo,http://www.wikidata.org/entity/Q13479698,http://dbpedia.org/resource/Diogo_Cão
data_cityofnewyork_us,Diogo Cordeiro,,
data_cityofnewyork_us,District 6 LO Intern,,
data_cityofnewyork_us,Djamel Gasbakid,,
data_cityofnewyork_us,DJK,http://www.wikidata.org/entity/Q341689,http://dbpedia.org/resource/FC_Gütersloh_2000
data_cityofnewyork_us,dkelz16,,
data_cityofnewyork_us,DKlip,http://www.wikidata.org/entity/Q39309228,
data_cityofnewyork_us,DLaVecchia,,
data_cityofnewyork_us,dlsms26,,
data_cityofnewyork_us,DLS Transportation,,
data_cityofnewyork_us,DM,http://www.wikidata.org/entity/Q12206,http://dbpedia.org/resource/Doctor_of_Medicine
data_cityofnewyork_us,dmatar,,
data_cityofnewyork_us,dmeyer,,
data_cityofnewyork_us,dmiami,,
data_cityofnewyork_us,Dmitry,http://www.wikidata.org/entity/Q19002866,http://dbpedia.org/resource/Dmitry_Medvedev
data_cityofnewyork_us,Dmitry Oulianov,,
data_cityofnewyork_us,dnamanagementgroup,,
data_cityofnewyork_us,dnyitrai,,
data_cityofnewyork_us,DOB Expert,,
data_cityofnewyork_us,dogs1212,,
data_cityofnewyork_us,dojoboy,,
data_cityofnewyork_us,dol5092,,
data_cityofnewyork_us,dominguez victor,,
data_cityofnewyork_us,Donald,http://www.wikidata.org/entity/Q13422248,http://dbpedia.org/resource/Thor_(Marvel_Comics)
data_cityofnewyork_us,Donald Chin,,
data_cityofnewyork_us,DONGMING,http://www.wikidata.org/entity/Q10943388,http://dbpedia.org/resource/Dongming_County
data_cityofnewyork_us,Dongon Choi,,
data_cityofnewyork_us,Doniu Beret,,
data_cityofnewyork_us,Doris 311 Log!,,
data_cityofnewyork_us,dornam,http://www.wikidata.org/entity/Q693154,
data_cityofnewyork_us,DOTAFRIDI,,
data_cityofnewyork_us,Doug,http://www.wikidata.org/entity/Q18533467,http://dbpedia.org/resource/Douglas_MacArthur
data_cityofnewyork_us,douglas,http://www.wikidata.org/entity/Q18569,http://dbpedia.org/resource/Douglas_MacArthur
data_cityofnewyork_us,dougwill,,
data_cityofnewyork_us,dpeckham818,,
data_cityofnewyork_us,dr3am3r1,,
data_cityofnewyork_us,Dragonetti Brothers,,
data_cityofnewyork_us,drdigitalsi,,
data_cityofnewyork_us,drew,http://www.wikidata.org/entity/Q19819740,http://dbpedia.org/resource/Drawing
data_cityofnewyork_us,Drew,http://www.wikidata.org/entity/Q19819740,http://dbpedia.org/resource/Drawing
data_cityofnewyork_us,drewbreez,,
data_cityofnewyork_us,DRoach,http://www.wikidata.org/entity/Q2759084,
data_cityofnewyork_us,Drobnjak,http://www.wikidata.org/entity/Q47524274,http://dbpedia.org/resource/Drobnjaci
data_cityofnewyork_us,droquo,,
data_cityofnewyork_us,Droth,http://www.wikidata.org/entity/Q12124607,
data_cityofnewyork_us,drp,http://www.wikidata.org/entity/Q18033110,http://dbpedia.org/resource/Professional_degrees_of_public_health
data_cityofnewyork_us,DRR,http://www.wikidata.org/entity/Q3030511,http://dbpedia.org/resource/Rajkumar_(actor)
data_cityofnewyork_us,Drue Thomas,,
data_cityofnewyork_us,ds158,,
data_cityofnewyork_us,DS 26th,,
data_cityofnewyork_us,dsilverman31,,
data_cityofnewyork_us,DSNY,http://www.wikidata.org/entity/Q15804346,http://dbpedia.org/resource/New_York_City_Department_of_Sanitation
data_cityofnewyork_us,dszakielo,,
data_cityofnewyork_us,Dtrotter,,
data_cityofnewyork_us,dturneresq,,
data_cityofnewyork_us,dtwmoore,,
data_cityofnewyork_us,Duane,http://www.wikidata.org/entity/Q3715637,http://dbpedia.org/resource/Bill_Parcells
data_cityofnewyork_us,duffk765,,
data_cityofnewyork_us,dugort,http://www.wikidata.org/entity/Q48806948,
data_cityofnewyork_us,duncan414,,
data_cityofnewyork_us,Dustin Williams,,
data_cityofnewyork_us,dustyny,,
data_cityofnewyork_us,Duvall Pinkney,,
data_cityofnewyork_us,Dylan,http://www.wikidata.org/entity/Q1814575,http://dbpedia.org/resource/Bob_Dylan
data_cityofnewyork_us,dyu,http://www.wikidata.org/entity/Q532778,http://dbpedia.org/resource/Dyurtyulinsky_District
data_cityofnewyork_us,e10haus,,
data_cityofnewyork_us,eabramso,,
data_cityofnewyork_us,EA Minge,,
data_cityofnewyork_us,Earl,http://www.wikidata.org/entity/Q8933847,http://dbpedia.org/resource/Renaissance
data_cityofnewyork_us,earlfuchs,,
data_cityofnewyork_us,Eartha,http://www.wikidata.org/entity/Q5327187,http://dbpedia.org/resource/Eartha_Kitt
data_cityofnewyork_us,Eastern Queens Greenway,,
data_cityofnewyork_us,EBM,http://www.wikidata.org/entity/Q691640,http://dbpedia.org/resource/Evidence-based_medicine
data_cityofnewyork_us,ebowling,,
data_cityofnewyork_us,ecandela,,
data_cityofnewyork_us,ecbslayer,,
data_cityofnewyork_us,ecred,,
data_cityofnewyork_us,ecsark,,
data_cityofnewyork_us,ed,http://www.wikidata.org/entity/Q373822,http://dbpedia.org/resource/Edinburgh
data_cityofnewyork_us,Ed,http://www.wikidata.org/entity/Q373822,http://dbpedia.org/resource/Edinburgh
data_cityofnewyork_us,Ed Bissen,,
data_cityofnewyork_us,eddie,http://www.wikidata.org/entity/Q430699,http://dbpedia.org/resource/30_Rock
data_cityofnewyork_us,Eddie,http://www.wikidata.org/entity/Q430699,http://dbpedia.org/resource/30_Rock
data_cityofnewyork_us,Eddie Borges,,http://dbpedia.org/resource/Edward_Borges
